claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
SEAM.CROSSLINK.01,"Horizon cross-links - published black-hole results meeting compiler atoms (exact arithmetic [I]; physical seam=horizon identification is [P]): (1) JACOBSON/EINSTEIN: c3=1/(8pi) is exactly the Einstein-eq coefficient G_uv=8pi T_uv and EH action 1/(16piG)=c3/(2G); Jacobson 1995 derives Einstein eq from dQ=T dS on local Rindler horizons with entropy density 1/(4G), entropy coeff 1/4=1/|mu4| => if seam=horizon, gravity is its thermodynamics and c3 the conversion constant. (2) HOD QNM: Schwarzschild asymptotic quasinormal omega_R->T_H ln(3) (Hod 1998, Motl 2003), imaginary spacing 2pi T_H => omega_R/T_H=ln(3)=ln(N_fam); ladder spacing=seam unit 1/(2pi)=4c3. HONEST: the 3 is spin-dependent => [P] cross-link not forced. (3) Hawking power P_H=c3/(1920 M^2), 1920=|W(D5)|=2^4*5! (carrier Weyl group). (4) one alpha^-1: H0/Mbar~e^(-ainv)/(2pi) keys off the SAME EM fixed point as S_dS, Lambda. (5) S_BH=A/(4G)=A/(|mu4| l_P^2): one boundary cell per |mu4|=4 Planck areas. Supports the seam=horizon picture; not a closure",Identity [I] + [P] cross-links,origin_theory;tfpt_horizon_readouts,SEAM.HORIZON.01; v8; v3; v55,v57_horizon_crosslinks.py,Jacobson 1995; Hod 1998; Motl 2003,,Identity [I] + [P] cross-links,true
SEAM.ATTRACTOR.01,"Unique attractor: a gapped boundary transport selects ONE fixed point [I]/[L]. The boundary transport spectrum {1,(2/3)^6,(1/3)^6} has spectral gap Delta=-log(2/3)^6=6 log(3/2)=2.4328>0. By Perron-Frobenius a primitive gapped operator has a UNIQUE dominant eigenvector and iteration converges to it geometrically at rate lambda2/lambda1=(2/3)^6, independent of initial state (demonstrated: two different starts -> same fixed direction, cos=1). This is the dynamical-systems content of 'parameter-free via fixed point' - the realized state is an ATTRACTOR, not a tuning; the convergence rate is the SAME (2/3)^6 of flavor+horizon (v54). Coxeter rotation lives in |mu4|=4 invariant planes (exponents pair m+(30-m)=30); sum exps=120=|R+(E8)|; #roots=rank*h=240. Entropy reset = the gap: T^n/lambda1^n -> rank-1 projector (only boundary law survives). Cyclic-cosmology reading is [P], not included",Identity/Lie [I]/[L],origin_theory;tfpt_3,SEAM.HORIZON.01; SEAM.CYCLE.01; v54; v55,v56_unique_attractor.py,-,,Identity/Lie [I]/[L],true
SEAM.CYCLE.01,"A cyclic element INSIDE the compiler hull (computed, not asserted): built from the E8 Cartan matrix, the Coxeter element c=s1...s8 has order EXACTLY h(E8)=30=|Z2|*N_fam*g_car=2*3*5 (verified by matrix powers, v55), and its eigenvalues are primitive 30th roots exp(2pi i m/30) with m the E8 exponents {1,7,11,13,17,19,23,29} = EXACTLY the phi(30)=8 totatives of 30. Hence rank E8=8=phi(30)=#exponents=#live phases of the order-30 cycle => the 8 in c3=1/(8pi) is the live-phase count of a primitive order-30 cyclic rotation of the hull, period 30=|Z2|*N_fam*g_car. PLUS one-alpha cross-sector: S_dS*rho_Lambda=1/(128 c3^4)=32 pi^4 (de Sitter Gibbons-Hawking entropy ~ 1/Lambda), so the SAME EM fixed point alpha^-1=137.036 sets the cosmic horizon entropy and Lambda smallness ~10^-122=e^(-2 alpha^-1). FURTHER: S_dS=2^g_car*pi^|mu4|*e^(2 alpha^-1) - the entropy prefactor 32 pi^4 = (Dirac spinor dim of D5=SO(10): S+ + S- =16+16=2^g_car) x pi^|mu4|, with 128=2^7 (7=scalaron exponent g+n-1): cosmic horizon entropy = carrier Clifford dim x pi^glue x EM fixed point. [I]/[L]; cyclic-cosmology reading is [P], not included",Identity/Lie [I]/[L],tfpt_3;origin_theory,v6; v8; v3; h(E8)=30,v55_coxeter_cycle.py,-,,Identity/Lie [I]/[L],true
SEAM.HORIZON.01,"Seam=horizon [I] keystones (pure identities, NO cosmological narrative): (1) the integer 8 in c3=1/(8pi) is OVERDETERMINED and gravitationally aligned: geometry 8=2|mu4| (8pi=|mu4|*2pi seam winding), lattice 8=rank E8=g+n=h(D5)=phi(30)=det R, gravity 8pi=Hawking/Einstein coeff (G_uv=8pi T_uv) => if seam=horizon, c3 is gravitationally forced and the gravitational 8 MUST equal the lattice/geometry 8 (it does). Both pi-coeffs are 2pi*integer: phi_tree=1/(6pi),6=2 N_fam (Gauss-Bonnet); c3=1/(8pi),8=2|mu4|; phi_tree=(|mu4|/N_fam)c3=(4/3)c3. (2) ONE transfer operator for BOTH sectors: boundary transport spec {1,(2/3)^6,(1/3)^6}; lambda2=(2/3)^6 = SM flavor gap eigenvalue (Delta=-log(2/3)^6=6 log 3/2=2.4328, tfpt_2) = horizon Page recovery rate (I_n~lambda2^n, Appendix H). Cusp weights {0,1/3,2/3} at 4 mu4-punctures = boundary data. Supporting: S_BH=A/|mu4|, 128 c3^4=1/(32 pi^4), T_dS coeff 16=|mu4|^2. The cyclic self-reproduction reading is [P] interpretation NOT included here",Identity [I],tfpt_3;tfpt_horizon_readouts,BND.GLUE.01; v6; v8; v10; tfpt_2 transport spec,v54_seam_horizon_keystones.py,-,,Identity [I],true
ARCH.CORE.01,"Compiler core - the whole integer skeleton from one pair (g_car,N_fam)=(5,3): rank E8=g+n=8 (D5(+)A3 rank split), |Z2|=g-n=2 (carrier-family), |mu4|=(g+n)/2=4; (N_fam,|mu4|,g_car)=(3,4,5) is THE Pythagorean triple. NOT decorative: grand-mass-volume exponent Delta_Y=g_car^2=25 (det M_SM~phi0^25) splits as a DIFFERENCE OF SQUARES Delta_Y=g^2=N_fam^2 + (g-n)(g+n)=N_fam^2+|Z2|*rank(E8)=9+16=dim S+, i.e. down sector=N_fam^2, up+lepton=|Z2|*rank E8=dim S+ (K-row sums (6,9,10)). ANCHOR is the Dirac square root: a=(1,1,2) is the UNIQUE 3-multiset (0..6) with elem-symm (|mu4|,g_car,|Z2|)=(4,5,2); char poly chi_a(t)=(t-1)^2(t-2)=t^3-|mu4|t^2+g_car t-|Z2| => compiler atoms ARE its char-poly coefficients. Only transcendental is pi (c3=1/(8pi), 8=rank E8; seed 1/(6pi), 6=|R+A3|). New READINGS/syntheses of v23/v37/v46/v47 atoms [I]",Identity [I],tfpt_1,FLAV.MASSVOL.01; v23; v47; BND.GLUE.01,v53_compiler_core.py,-,,Identity [I],true
FLAV.RIGID.02,"SIMPLE R-bridge closure (the much-simpler solution, no transcendental machinery): the selector stratum S_{8,Q}={det R=8, SNF(R)=(1,1,8), Spec(Q+)={1,2,3}} is now FULLY DERIVED - det R=8=rank E8 and SNF from the lattice (cf det Q=3=N_fam, v70), Spec(Q+)={1,2,3} from D4-equivariant geometry (v69). The four flavor operators are integer lattice maps with compiler-atom determinants (det Q,det K,det R,det L)=(3,4,8,20), product 1920=|W(D5)|. By Readout Rigidity (v49) the quark RATIOS are constant on this derived stratum => c_u/c_d=g_car*11/(Nfam^2*13)=55/117 etc are PURE INTEGER PLUCKER READOUTS, no monodromy solve. The earlier monodromy machinery (v19-v49) was over-engineering for the ratios; the only transcendental piece U_point (full uniqueness of rho*) is the ABSOLUTE amplitude normalisation = an anchor (same nature as the one dimensionful scale), not a missing computation. 13=DeltaQ reads 8+5=rank E8+g_car=N_fam^2+|mu4| (the one not-uniquely-atomic number, flagged) [I]+[A]",Identity [I] (ratios) + [A] (U_point=anchor),tfpt_research_contracts;tfpt_2,FLAV.RIGID.01; v49; v69; v70,v71_simple_r_bridge.py,-,FLAV.QRATIO.01;FLAV.UGATE.01,Identity [I] (ratios) + [A] (U_point=anchor),true
FLAV.QGEO.03,"det Q = N_fam DERIVED from the cusp class (Alessandro Q-residual closed to the same geometry): the integer-lift datum det Q=|coker Q|=3 is the ORDER of the cusp monodromy class (eigenvalues {1,omega,omega^2}, omega^3=1) = the common DENOMINATOR of the cusp weights {0,1/3,2/3} that fix Spec(Q_+)=diag(1,2,3) (v69). So det Q=N_fam is NOT an independent lattice input - it is the cusp-class order = N_fam = rank A3 = dim H1, and coker Q = Z/N_fam is the deck group of the degree-N_fam triality cover. Q-geometry now derived at spectra + Sigma-split + integer lift; only standing input is N_fam=3 itself",Identity [I] chain + [L] non-abelian Hodge,tfpt_2,FLAV.QGEO.02; v69; v70,v72_q_det_from_cusp.py,-,GATE.QGEO.01,Identity [I] chain + [L] non-abelian Hodge,true
SEAM.KHALF.01,"k=c3/2 FORCED - the central seam-area coefficient (Alessandro central target met at the dimensionless level): k=c3/2=(1/2)x(1/(|Z2|*2pi*chi(S2))) splits into TWO cutoff-independent pieces, neither a free normalisation. (a) factor 1/2 = universal action<->EOM variational factor (16piG action vs 8piG field eq, forced by delta(sqrt(g)R)->G_uv). (b) c3=1/(|Z2|*2pi*chi(S2))=1/(2*4pi)=1/(8pi) = one-sided Gauss-Bonnet of the seam S2 normal slice (chi(S2)=2 => intK=4pi, TOPOLOGICAL). With k=c3/2, Fursaev-Solodukhin S=4pi k A=2pi c3 A=A/4 exactly. So the central theorem coefficient is internally forced by topology x variation; ONLY the absolute 4D Newton scale (Lambda^2*f2 prefactor of carrier-Dirac a2, v68) stays UV-sensitive = the one irreducible dimensionful anchor",Identity [I] + Lattice/topology [L] (coefficient) + [A] (absolute scale only),origin_theory;tfpt_4,v67; v68; AX.P1.01; SEAM.HORIZON.01,v73_k_c3_half.py,-,,Identity [I]/[L] (coefficient forced) + [A] (absolute scale),true
ARCH.MICRO.01,"Compiler micro-lemmas (review synthesis, all exact identities compressing scattered factors): (1) SPINE QUOTIENT LADDER - the recurring O(1) factors 2/3,3/4,4/5,5/4,4/3 are adjacent quotients of the spine (|Z2|,N_fam,|mu4|,g_car)=(2,3,4,5); feed lambda2=(2/3)^6 (gap=Page rate=Koide target 2/3), eps=3/4 phi0=q(A3)phi0 (solar), phi0 lead (4/3)c3=1/(6pi), q(D5)+q(A3)=5/4+3/4=2. (2) PENCIL DIFFERENCES - P(x)=det(K+xQ)=3x^3+7x^2+6x+4, endpoints (2,4,20,68), consecutive differences (2,16,48)=(|Z2|,dim S+,Omega_adm)=sheet->1gen->3gens. (3) ANCHOR QUADRATIC FORM - 1^TK1=25=g_car^2 (mass volume), a^TKa=41=10b1 (EM budget), a^TKa-1^TK1=16=dim S+ => EM budget = mass volume + one generation. (4) SOLAR DUAL ANCHOR - L=R+6*1*e1^T rank-one winding, a^T R^-1.1=0 => Sherman-Morrison => a^T L^-1=a^T R^-1=(-1/2,-1/2,1): winding invisible to dual anchor, TBM vector stable (mechanism for eps=q(A3)phi0). NOTE fixed doc typo L=R+6 e1 a^T -> L=R+6*1*e1^T",Identity [I],tfpt_1;tfpt_2,ANCHOR.GEN.01; FLAV.KQ.01; FLAV.PENCIL.01; FLAV.SOLAR.01; BND.GLUE.01,v74_compiler_micro_lemmas.py,-,,Identity [I],true
FLAV.UPOINT.01,"Gate 1 COMPLETE - U_point reduces to v_geo (the absolute flavor amplitude is not an independent gate): quark ratios closed (Plucker, v49/v71) + lepton c exact (16/7,4/3,7/6, v20) + each sector c-product a clean phi0-power (Grand Mass Volume v46: det M ~ phi0^{6,9,10}; lepton product 16/7*4/3*7/6=32/9=2^gcar/Nfam^2). Since (pairwise ratios)+(product)<=>(individuals) is a bijection, the 9 charged-fermion amplitudes are fixed up to ONE overall scale v_geo. So U_point = v_geo = the SAME one irreducible dimensionful anchor as gravity's 1/G (v68): the two [A] anchors collapse to one. Only v_geo (one scale) + pi remain irreducible",Identity [I] (reduction) + [A] (the one scale v_geo),tfpt_research_contracts;origin_theory;tfpt_2,FLAV.RIGID.02; FLAV.LEPTONC.01; FLAV.MASSVOL.01; v68,v75_upoint_to_vgeo.py,-,,"Identity [I] + [A] (v_geo, shared with 1/G)",true
GATE.METRIC.02,"Gate 2 attack - two clean tiers (was: diffuse 'full QG missing'). TIER A (physics, CLOSED under RP+gap): Decoupling Theorem - Delta_eff=Delta-2||V||=6log(3/2)-31/(4pi^2)=1.648>0 with ||V_metric||_rel<=248 c3^2=dim(E8) c3^2=31/(8pi^2) (31=2^gcar-1); strictly positive effective gap protects the admissible IR sector => every testable low-energy readout (masses, mixings, alpha^-1, R+R^2) is independent of G6. TIER B (strict TOE, REDUCED not closed): the seam is a FINITE causal boundary => the ambient BULK metric measure is reconstructed from a finite-codimension seam-Calderon BOUNDARY measure (holographic) => G6 is a BOUNDARY projective limit; conditional theorem RP(seam-Calderon)+tightness => G_metric closes. Residual = boundary projective limit (constructive-QFT grade), reduced not closed","Identity [I] (decoupling, cond. on norm bound) + [P]/[A] (boundary G6)",tfpt_research_contracts;origin_theory,CONTRACT.G.01; QG.GAPDEC.01; GATE.METRIC.01,v76_gmetric_reduction.py,-,,Identity [I] (Tier A) + [P]/[A] (Tier B boundary measure),true
GATE.METRIC.03,"G6 route - the seam BOUNDARY measure IS a rigorously constructed conformal net (imports G6 into existing rigor): level-1 central charges c=k dim/(k+h^v) give c(E8)_1=248/31=8=rank E8 (holomorphic c=8 E8-LATTICE VOA, single primary, Frenkel-Kac-Segal / Kawahigashi-Longo / Carpi), c(D5)_1=45/9=5, c(A3)_1=15/5=3; conformal embedding (D5)_1 x (A3)_1 ⊂ (E8)_1 since 5+3=8 => coset c=0. The gap Delta_eff>0 (v76) => exponential clustering => tightness of the boundary projective limit. So G_metric Tier B reduces to identifying the seam-Calderon boundary measure with the (E8)_1 lattice net; residual = the identification + bulk reconstruction","Identity [I] (central charges, embedding) + [P] (net identification)",tfpt_research_contracts;origin_theory,GATE.METRIC.02; FLAV.CFT (v61); v76,v77_e8_conformal_net.py,-,,Identity [I] + [P] (boundary net identification),true
ANCHOR.VGEO.01,"v_geo = the dimensional-analysis FLOOR (honest reframe, not a gap): no pure number can be dimensionful => v_geo irreducible by LOGIC (every theory carries >=1 dimensionful input). ALL TFPT scales are dimensionless ratios times ONE M_bar: rho_Lambda/M_bar^4=(3/4pi^2)e^{-2 ainv} (v60), M_scal/M_bar=c3^{7/2} (v7), masses = (pi/sqrt2)c_f phi0^{k_f} v_geo. Cosmological pinning S_dS*rho_Lambda=1/(128 c3^4)=32 pi^4 (v55) => one measurement sets the unit. The flavor U_point reduces to the SAME v_geo (v75) => one scale shared by flavor+gravity. Theory at the minimum: one scale v_geo + one primitive pi","Identity [I] (ratios) + [A] (the one scale, by dimensional analysis)",origin_theory;introduction;tfpt_4,FLAV.UPOINT.01; v60; v55; v68,v78_vgeo_floor.py,-,,"Identity [I] + [A] (one scale, irreducible by logic)",true
FORM.CAR.01,"Theorem A (carrier rank uniqueness g_car=5) machine-formalised in Lean 4: the Pascal carrier condition 2^(g-1)=C(g,0)+C(g,1)+C(g,2), division-free 2^g=g^2+g+2, has the UNIQUE solution g=5 (theorem carrier_rank_pascal_unique: forall g, 2^g=g^2+g+2 <-> g=5; growth lemma pascal_growth for g>=6; g_car_unique ExistsUnique; carrier_closure_integers N_fam=(2^4-1)/5=3, g+N_fam=8=rank E8). AUDIT: PASS (no sorry/admit, no domain axioms, only propext/Classical.choice/Quot.sound). Complements FORM.P2.02 (P2 carrier algebra)",Formal,tfpt_1;tfpt_3,AX.P2.01; CAR.UNIQ.01; v6; v14,lean4-carrier-rigidity,-,,Formal [F],true
ARCH.REVIEW.01,"Four validated review identities (passed arithmetic AND the anti-numerology/admissible-invariant discipline) + one disciplined rejection: (1) HYPERCHARGE LUCAS-BINET: carrier charges (q+,q-)=(3,-2) [X^2-X-6=(X-3)(X+2), Lean unique_carrier_pair] generate D_n=(3^n-(-2)^n)/5=1,1,7,13,55,133 = (N_Phi, -, scalaron exp 7, Delta_Q 13, quark numerator 55, dim E7 133) in order; c_u/c_d=D_5/(N_fam^2 D_4)=55/117 (cleaner than Plucker 11). (2) INVERSE ANCHOR THEOREM: 1^T M^-1 1 = 1/atom (Q->1/3=1/N_fam, R=K->1/4=1/|mu4|, L->1/10=1/A_Lambda); anchor self-dual a^T R^-1 a=a^T K^-1 a=a^T L^-1 a=1 (a^T Q^-1 a=7/3, so self-duality is exactly residue/mass/transport, not the pure difference Q). (3) MACWILLIAMS: C^+=even-weight code [5,4,2], dual=repetition [5,1,5], weight enum (1,10,5)=Lambda^even(5) (makes the existing Hamming-scheme duality the named MacWilliams/UV-IR transform). (4) 6Y^2-Y-1=(2Y-1)(3Y+1)=(sY-1)(bY+1), roots 1/2 (SU2) and -1/3 (SU3). FIREWALL (recorded): m_p/m_e=1920-84+3lamC^2 (SU(9)=A_8 not in carrier; m_p is QCD confinement, no mechanism) and eta_B=(2/13)c3^6 (model-dependent leptogenesis output) are arithmetically close but REJECTED -> stay [A]/[P] frontier, NOT promoted to [I]",Identity/Lattice [I]/[L],tfpt_1;tfpt_2;tfpt_4,CAR.UNIQ.01; FLAV.KQ.01; FLAV.SOLAR.01; v44; FR.MPME.01; FR.ETAB.01,v79_review_identities.py,PDG (m_p/m_e firewall),,Identity/Lattice [I]/[L] (4 accepted; m_p/m_e + eta_B firewalled),true
FLAV.PENCIL.02,"Operator-pencil geometry of (K,Q,R,L) - the anchor plane as a small area in operator space (validated review block; all in admissible classes). STRONG: [2] ANCHOR SINGULARITY THEOREM det B(K+xQ)=9x^2+21x+10=(N_fam x+|Z2|)(N_fam x+g_car)=(3x+2)(3x+5), oriented anchor area degenerates at x=-|Z2|/N_fam=-2/3 (Koide target/gap base (2/3)^6) and x=-g_car/N_fam=-5/3 (D5/A3 glue asymmetry) => 2/3 is the FIRST SINGULAR POINT of the mass<->transport anchor plane, not just a recurring fraction [I/L]; [4] buildup chain (3,7,6,4) partial sums (3,10,16,20)=(N_fam,A_Lambda,dim S+,det L), scalaron 7=A_Lambda-N_fam [I]; [6] type checker det B_Q=9=N_fam^2, det B_K=10=A_Lambda, det B_R=16=dim S+, det B_L=40=|R(D5)| [I/L]. AUDIT (exact values [I], reading decorative [P]): [3] differential spectrum D,D',D'' at -1,0,1,2 = (2,4,20,68),(1,6,29,70),(-4,14,32,50) (29=top E8 exp, 32=2^gcar, 50=A4xA4 block); [5] F4xG2 shadow det B_{R+Q}=52=dim F4, chi_[K,Q]=t^3+5t+14 (14=dim G2), |Pl_R(K)|_1=26, 248=52+14+26*7 = real E8->F4xG2 branching (52,1)+(1,14)+(26,7) - an operator shadow, not a Lie-theoretic embedding proof",Identity/Lattice [I]/[L] + audit [P],tfpt_2,FLAV.PENCIL.01; FLAV.KQ.01; v37; v52; v74,v80_operator_pencil_geometry.py,-,,"Identity/Lattice [I]/[L] (anchor singularity, type checker) + [P] (atlas/F4xG2 shadow audit)",true
FLAV.PENCIL.03,"The mass-transport pencil P(x)=K+xQ as a projective line with two anchor-block singularities, and the DOUBLE COVER branched over them (validated review block; all in admissible classes). CENTRAL [I/L]: det B(K+xQ)=(3x+2)(3x+5) is quadratic => y^2=det B(K+xQ) is a 2:1 cover ramified exactly over its zeros, so the Koide/gap point x=-|Z2|/N_fam=-2/3 and the carrier point x=-g_car/N_fam=-5/3 are THE TWO BRANCH POINTS of one double cover; deck involution y->-y of degree 2=|Z2|=the sheet (line-bundle reflection of the Spin(10)->SO(10) half-spinor cover the carrier lives on). Branch locus = -(spine ends 2,5)/N_fam; discriminant = 81 = N_fam^4 (perfect square => rational/split, sqrt=9=N_fam^2=det B_Q); separation = 1 = one transport period (deck-translation x->x+1 maps carrier->Koide). So 2/3 is not a recurring quotient but ONE ramification point of the mass<->transport double cover; sharper open question: why does the leptonic source-to-pole transfer renormalise onto a branch point and which sheet (y->+-) does parity select. DEEPER: the branch divisor symmetric functions ARE the core atoms - sum of branch points = -scalaron/N_fam = -7/3, product = A_Lambda/N_fam^2 = 10/9, integer labels {|Z2|,g_car}={2,5} have sum=7=scalaron, product=10=A_Lambda, diff=3=N_fam, so the scalaron is the TRACE of the branch divisor and all earlier scalaron readouts collapse to this one geometric origin; the fiber y^2=det B is A_Lambda at K and 4A_Lambda at L (transport K->L multiplies the fiber by |Z2|), and the Z2 sheet endpoint x=-1 lies between the branch points where y^2=-|Z2|<0 (the sheet lives on the imaginary cut joining Koide and carrier); the clean cover is a property of the anchor 2-plane <1,a> (the full-3-space cubic det(K+xQ) has disc -1132 with an irrational real root), so the anchor projection regularises the geometry (anchor-first). CLEARING MATRICES [I/L]: Koide C_{2/3}=3K-2Q reproduces D5+A3 glue (tr=15=dim A3, sum=45=dim D5, det=60=D_start), rank-one (forced) anchor block B(C23)=(g_car,7)^T(N_fam^2,11)=(5,7)^T(9,11), sum=240=|R(E8)|; carrier C_{5/3}=3K-5Q charge-neutral (sum=0), chi=(lam+|Z2|)(lam^2+lam+|R+A3|)=(lam+2)(lam^2+lam+6). Scalaron 7 = mixed anchor discriminant/N_fam = (det B_L - det B_K - det B_Q)/N_fam = (40-10-9)/3 (B_L=B_K+B_Q linearity; 7 is an interference area, not a leftover) [I]. c_u/c_d=55/117 diagnostic readout at sheet endpoint K-Q (Plucker v37 canonical) [I]",Identity/Lattice [I]/[L] + audit [P],tfpt_2,FLAV.PENCIL.01; FLAV.PENCIL.02; v37; v52; v74; v80,v81_singular_pencil_matrices.py,-,,"Identity/Lattice [I]/[L] (double cover / branch locus, clearing matrices, mixed-disc scalaron) + [P] (per-entry atlas reading of clearing matrices)",true
FR.KOIDE.04,"Koide RG attractor is FORCED, not postulated [I] + ONE [P] identification (sharpens FR.KOIDE.01/02/03 via the v81 double cover): a branch-divisor-preserving Moebius map of the pencil line that fixes BOTH branch points q=2 (Koide) and q=5 (carrier) is, in the cross-ratio coordinate rho=(q-2)/(5-q), EXACTLY rho->mu*rho, hence UNIQUE once mu is fixed [I]. The multiplier is NOT a new input: mu=(2/3)^6 is the subleading eigenvalue lambda2 of the THEORY'S OWN unique gapped boundary transfer operator (v54/v56, spectrum {1,(2/3)^6,(1/3)^6}, gap 6 log(3/2)>0), and the Koide branch x=-2/3=-|Z2|/N_fam IS its cusp weight 2/3={0,1,|Z2|}/N_fam; carrier q=5 -> Koide q=2 under the deck period q->q-N_fam (shared cusp class 2/3). With mu=(2/3)^6 the unique map is the integer Moebius map F(q)=2(569q-3325)/(665q-3517), F(2)=2, F(5)=5, F'(2)=(2/3)^6<1 (Koide is the ATTRACTOR), F'(5)=(3/2)^6>1 (carrier the REPELLER), so q_n->2 i.e. x->-2/3 at the SAME rate that governs SM flavor and horizon recovery. NET: the three 'structural postulates' for a Koide derivation collapse to ONE physical identification - source->pole transfer = branch-preserving relaxation of the established transfer operator; rate, uniqueness and direction then follow. NOT a closure: the single identification stays [P]",Physical (conjecture sharpened) + Identity [I],tfpt_4,FR.KOIDE.01; FR.KOIDE.03; FLAV.PENCIL.03; v54; v56; v81,v82_koide_attractor_splitting.py,PDG lepton masses,,"Identity [I] (map uniqueness + multiplier = the established transfer gap) + Physical [P] (the one source->pole identification; no closure)",true
FLAV.PENCIL.04,"Anchor-placement splitting trichotomy - the clean rational double cover is NON-GENERIC (anchor-first hardening) [I] + [P] (sector id). The splitting-type exponents (2,1,1) (= the anchor (1,1,2); v32 splitting O(-2)+O(-1)^2) placed across the three family slots give three DIFFERENT covers: (1,1,2) heavy-in-fam3 (lepton) det B(K+xQ)=(3x+2)(3x+5) disc=81=N_fam^4 -> SPLIT (individually rational branch labels {2,5}); (2,1,1) heavy-in-fam1 det B=(x+2)(9x+11) disc=49=scalaron^2 -> SPLIT; (1,2,1) heavy-in-fam2 det B=5x^2+10x+3 disc=40=|R(D5)|=det B(L) -> NON-SPLIT (Galois-conjugate IRRATIONAL branch points -1 +/- sqrt(10)/5, centered EXACTLY on the sheet x=-1 (q=3), separation 2 sqrt(A_Lambda)). The three discriminants are themselves compiler atoms (N_fam^4, scalaron^2, |R(D5)|). Negative control (cf. v81): the R-pencil disc=153 is not a square either => Koide & carrier as SEPARATE RATIONAL singularities is a special feature of the canonical anchor placement, not generic. Restates the basis-invariant core T=3 B(Q)^-1 B(K)=[[5,11/3],[0,2]] (Spec{2,5}, tr=7=scalaron, det=10=A_Lambda). The physical fermion-sector identification of the placements is NOT claimed and stays [P]",Identity [I] + Physical [P] (sector id),tfpt_2,FLAV.PENCIL.02; FLAV.PENCIL.03; v32; v80; v81,v82_koide_attractor_splitting.py,-,,"Identity [I] (discriminant trichotomy, non-genericity, negative control) + [P] (physical sector identification of the placements)",true
REDTEAM.A.01,"Red Team / Stress Test Target A - adversarial attack on the (E8)_1 boundary-net identification (GATE.METRIC.03). CONFIRMS the conservative wording: central charge is NECESSARY not sufficient - (D8)_1=SO(16)_1 also has c=120/15=8 but is non-holomorphic (4 primaries 1,v,s,c), and the c=8 Narain family is positive-dimensional; (E8)_1 is the UNIQUE holomorphic c=8 net (even unimodular rank-8 lattice = E8), so HOLOMORPHY (mu-index 1) is the load-bearing extra assumption. The conformal embedding c_coset=c(E8)-c(D5)-c(A3)=8-5-3=0 is compatibility, NOT the physical subnet identification; Delta_eff>0 SUPPORTS tightness (clustering) but does not prove it; the constructive seam-Calderon->(E8)_1 map and bulk-reconstruction uniqueness are missing. VERDICT: keep 'reduced to a rigorous boundary-net identification problem', do NOT write 'metric sector closed'","Red-team [P] (reduced, not closed)",tfpt_5_redteam,GATE.METRIC.03; v77; v76; v61,redteam/rt_A_e8net.py,-,,"Red-team verdict: reduced, not closed [P]",true
REDTEAM.B.01,"Red Team Target B - attack on the UPSTREAM physical premise of Theorem A (the Lean arithmetic 2^g=g^2+g+2 <=> g=5 is NOT attacked; it is verified [F]). Finding: the carrier rank is selected by the Pascal RULE, not the arithmetic. Perturbing the constant 2^g=g^2+g+c gives {5} only at c=2; the truncation degree K in 2^(g-1)=sum_{k<=K} C(g,k) sets g=2K+1 (K=0->1, 1->3, 2->5, 3->7), so choosing K=2 is the physical input. Over-determined (D5 half-spinor dim S+=2^(g-1)=16 <=> g=5; family closure N_fam=(2^(g-1)-1)/g, g+N_fam=8 also pick 5) but each is itself a postulate. VERDICT: the arithmetic core stands [F]; the Pascal SELECTION must be typed [A]/[P], not [I]","Red-team [F]+[A] (survives, narrowed)",tfpt_5_redteam,FORM.CAR.01; CAR.UNIQ.01; v2; v14,redteam/rt_B_pascal.py,-,,"Red-team verdict: survives; Pascal selection now typed [A]/[P]",true
REDTEAM.C.01,"Red Team Target C - dimensional firewall on k=c3/2. The reduced coefficient k_red=c3/2=1/(16pi) is dimensionless; the only legal chain is k_phys=k_red/G, S=4pi k_phys A_phys=A_phys/(4G). The forbidden form k_phys=c3/2 is dimensionally false (legal only at G=1 / Planck units). Firewall scan of v67/v68/v73: 28 'c3/2' mentions, ZERO naked dimensionful identities, each file establishes the reduced/seam-unit/G=1 context; the firewall's teeth are verified against a synthetic violation. VERDICT: safe as worded (reduced coefficient); the absolute 1/G (UV-sensitive, Sakharov/Connes) stays the one dimensionful anchor","Red-team [I]+[A] (survives)",tfpt_5_redteam,SEAM.AREACOEFF.01; SEAM.AREACOEFF.02; v67; v68; v73,redteam/rt_C_kc3.py,-,,"Red-team verdict: survives as worded (reduced coefficient)",true
REDTEAM.D.01,"Red Team Target D - stress test of the U_point->v_geo bijection (FLAV.UPOINT.01). For positive reals (ratios,product) <=> (individuals) is a bijection and the TFPT sectors satisfy it (positive rational c, odd size 3=N_fam). Counterexamples off-assumption: even sector size leaves a SIGN ambiguity ({2,3} vs {-2,-3} share ratio 3/2 and product 6); complex amplitudes leave an n-th-root BRANCH ambiguity ({1,1,1},{w,w,w},{w^2,w^2,w^2}, w=e^{2pi i/3}, share all ratios and product 1); a zero amplitude is degenerate. GENUINE RESIDUAL: the bijection fixes amplitude MAGNITUDES only - CP phases delta_CKM/PMNS are complex and are NOT folded into v_geo. VERDICT: holds for TFPT once four hypotheses (real, positive, fixed branch, no zeros / odd sector size) are made EXPLICIT (they are silent in v75)","Red-team [I]+[A] (survives, narrowed)",tfpt_5_redteam,FLAV.UPOINT.01; v75; v20; v24,redteam/rt_D_upoint.py,-,,"Red-team verdict: survives; four hypotheses now explicit; CP-phase residual",true
